diseaseId	name	vocabulary	code	vocabularyName
C0152421	Macrotia	HPO	HP:0000400	Large, floppy ears
C0554972	Large auricle	HPO	HP:0000400	Large, floppy ears
C1835581	Large protruding ears	HPO	HP:0000400	Large, floppy ears
C1848570	Large, floppy ears	HPO	HP:0000400	Large, floppy ears
C1850189	Large pinnae	HPO	HP:0000400	Large, floppy ears
C1855062	Large dysplastic ears	HPO	HP:0000400	Large, floppy ears
C1860838	Large prominent ears	HPO	HP:0000400	Large, floppy ears
C0395837	Stenosis of external auditory canal	HPO	HP:0000402	Narrow ear canal
C0576860	Narrowing of ear canal	HPO	HP:0000402	Narrow ear canal
C0747085	Recurrent otitis media	HPO	HP:0000403	Recurrent otitis media
C0018777	Conductive hearing loss	HPO	HP:0000405	Conductive hearing impairment
C0018784	Sensorineural Hearing Loss (disorder)	HPO	HP:0000407	Sensorineural hearing impairment
C1843156	Hearing loss, progressive sensorineural	HPO	HP:0000408	Progressive sensorineural hearing impairment
C0155552	Hearing Loss, Mixed Conductive-Sensorineural	HPO	HP:0000410	Mixed hearing impairment
C1305420	Prominent ear	HPO	HP:0000411	Protruding ears
C1855285	Protruding ears	HPO	HP:0000411	Protruding ears
C1398325	Absent auditory canals	HPO	HP:0000413	Atresia of the external auditory canals
C1840305	Absent external auditory canals	HPO	HP:0000413	Atresia of the external auditory canals
C1857079	Atretic auditory canal	HPO	HP:0000413	Atresia of the external auditory canals
C1866190	Atresia of the external auditory canal	HPO	HP:0000413	Atresia of the external auditory canals
C0240543	Bulbous nose	HPO	HP:0000414	Potato nose
C1834118	Potato nose	HPO	HP:0000414	Potato nose
C1855751	Bulbous nasal tip	HPO	HP:0000414	Potato nose
C1857645	Slender nose	HPO	HP:0000417	Slender nose
C1837761	Narrow nasal ridge	HPO	HP:0000418	Narrow nasal ridge
C1844857	Short nasal septum	HPO	HP:0000420	Short nasal septum
C0014591	Epistaxis	HPO	HP:0000421	Epistaxis
C4021805	Abnormality of the nasal bridge	HPO	HP:0000422	Deformity of the nasal bridge
C1854113	Prominent nasal bridge	HPO	HP:0000426	Convex nasal bridge
C4230640	Convex nasal bridge	HPO	HP:0000426	Convex nasal bridge
C1834055	Thin hypoplastic alae nasi	HPO	HP:0000430	Underdeveloped nasal alae
C1839764	Broad flat nasal bridge	HPO	HP:0000431	Broad flat nasal bridge
C1849367	Nasal bridge wide	HPO	HP:0000431	Broad flat nasal bridge
C4025853	Nasal mucosa telangiectasia	HPO	HP:0000434	Nasal mucosa telangiectasia
C1859717	Depressed nasal tip	HPO	HP:0000437	Depressed nasal tip
C0240538	Convex nasal ridge	HPO	HP:0000444	Convex nasal ridge
C0426421	Wide nose	HPO	HP:0000445	Wide nose
C0426422	Narrow nose	HPO	HP:0000446	Pinched nasal bridge
C4020891	Pinched nasal bridge	HPO	HP:0000446	Pinched nasal bridge
C4280630	Pinched bridge of nose	HPO	HP:0000446	Pinched nasal bridge
C1853482	Pear-shaped nose	HPO	HP:0000447	Pear-shaped nose
C0426415	Large nose	HPO	HP:0000448	Hypertrophy of nose
C1400105	Hypertrophy of nose	HPO	HP:0000448	Hypertrophy of nose
C4280629	Hyperplasia of nose	HPO	HP:0000448	Hypertrophy of nose
C1839765	Triangular nasal tip	HPO	HP:0000451	Triangular nasal tip
C0584837	Choanal stenosis	HPO	HP:0000452	Choanal stenosis
C0008297	Choanal Atresia	HPO	HP:0000453	Choanal atresia
C0277873	Nasal flaring	HPO	HP:0000454	Flared nostrils
C0426429	Broad nasal tip	HPO	HP:0000455	Broad upturned nose
C0426428	Bifid nasal tip	HPO	HP:0000456	Cleft tip of nose
C4020890	Notched nasal tip	HPO	HP:0000456	Cleft tip of nose
C1842876	Depressed nasal ridge	HPO	HP:0000457	Depressed nasal ridge
C0003126	Anosmia	HPO	HP:0000458	Anosmia
C0426422	Narrow nose	HPO	HP:0000460	Narrow nose
C1840077	Anteverted nostril	HPO	HP:0000463	Upturned nasal tips
C0266623	Congenital anomaly of neck	HPO	HP:0000464	Deformity of the neck
C0575167	Deformity of neck	HPO	HP:0000464	Deformity of the neck
C4280628	Malformation of the neck	HPO	HP:0000464	Deformity of the neck
C0221217	Neck webbing	HPO	HP:0000465	Webbed neck
C1859212	Limited neck range of motion	HPO	HP:0000466	Limited neck range of motion
C0240479	Neck muscle weakness	HPO	HP:0000467	Flaccid neck
C4025850	Increased adipose tissue around the neck	HPO	HP:0000468	Increased adipose tissue around the neck
C0521525	Short neck	HPO	HP:0000470	Short neck
C0854242	Gastrointestinal angiodysplasia	HPO	HP:0000471	Gastrointestinal angiodysplasia
C1839816	Long neck	HPO	HP:0000472	Long neck
C0040485	Torticollis	HPO	HP:0000473	Torticollis
C0152116	Spasmodic torticollis	HPO	HP:0000473	Torticollis
C0949445	Cervical Dystonia	HPO	HP:0000473	Torticollis
C1836940	Excess nuchal skin	HPO	HP:0000474	Thickened nuchal skin fold
C1853638	Broad neck	HPO	HP:0000475	Thick neck
C0206620	Lymphangioma, Cystic	HPO	HP:0000476	Cystic hygroma
C0015393	Eye Abnormalities	HPO	HP:0000478	Eye disease
C0015397	Disorder of eye	HPO	HP:0000478	Eye disease
C0035309	Retinal Diseases	HPO	HP:0000479	Retinal disease
C0240896	Fundus coloboma	HPO	HP:0000480	Retinal coloboma
C1855670	Corneal abnormalities	HPO	HP:0000481	Cornela disease
C4020889	Cornela disease	HPO	HP:0000481	Cornela disease
C0266544	Microcornea	HPO	HP:0000482	Microcornea
C1167713	Corneal diameter decreased	HPO	HP:0000482	Microcornea
C0004106	Astigmatism	HPO	HP:0000483	Astigmatism
C1847524	Hyperopic astigmatism	HPO	HP:0000484	Hyperopic astigmatism
C0344530	Congenital keratoglobus	HPO	HP:0000485	Megalocornea
C1167712	Corneal diameter increased	HPO	HP:0000485	Megalocornea
C0038379	Strabismus	HPO	HP:0000486	Strabismus
C0035309	Retinal Diseases	HPO	HP:0000488	Retinopathy
C0014306	Enophthalmos	HPO	HP:0000490	Deeply set eye
C0423224	Sunken eyes	HPO	HP:0000490	Deeply set eye
C0022568	Keratitis	HPO	HP:0000491	Keratitis
C4021803	Abnormality of the eyelid	HPO	HP:0000492	Abnormality of the eyelid
C4025849	Abnormality of the fovea	HPO	HP:0000493	Abnormality of the fovea
C0423110	Downward slant of palpebral fissure	HPO	HP:0000494	Downslanted palpebral fissures
C0010043	Corneal Ulcer	HPO	HP:0000495	Recurrent corneal ulcerations
C0155119	Recurrent erosion of cornea	HPO	HP:0000495	Recurrent corneal ulcerations
C4020888	Epithelial corneal erosions	HPO	HP:0000495	Recurrent corneal ulcerations
C0497202	Abnormal ocular motility	HPO	HP:0000496	Abnormality of eye movement
C0005741	Blepharitis	HPO	HP:0000498	Blepharitis
C0339063	Cellulitis of eyelid	HPO	HP:0000498	Blepharitis
C2675111	Abnormal eyelashes	HPO	HP:0000499	Abnormality of the eyelashes
C0017601	Glaucoma	HPO	HP:0000501	Glaucoma
C4025847	Abnormality of the conjunctiva	HPO	HP:0000502	Abnormality of the conjunctiva
C1855391	Tortuosity of conjunctival vessels	HPO	HP:0000503	Tortuosity of conjunctival vessels
C4025846	Abnormality of vision	HPO	HP:0000504	Abnormality of vision
C0042798	Low Vision	HPO	HP:0000505	Visual impairment
C3665347	Visual Impairment	HPO	HP:0000505	Visual impairment
C0423113	Telecanthus	HPO	HP:0000506	Telecanthus
C0005745	Blepharoptosis	HPO	HP:0000508	Ptosis
C0009763	Conjunctivitis	HPO	HP:0000509	Conjunctivitis, recurrent
C1864156	Conjunctivitis, recurrent	HPO	HP:0000509	Conjunctivitis, recurrent
C0035334	Retinitis Pigmentosa	HPO	HP:0000510	Rod-cone dystrophy
C0339652	Vertical gaze palsy	HPO	HP:0000511	Vertical supranuclear gaze palsy
C1843369	Vertical supranuclear gaze palsy	HPO	HP:0000511	Vertical supranuclear gaze palsy
C0476397	Electroretinogram abnormal	HPO	HP:0000512	Abnormal electroretinogram
C1321329	Slowed saccades	HPO	HP:0000514	Slow saccadic eye movements
C0023308	Lens Diseases	HPO	HP:0000517	Lens disease
C0086543	Cataract	HPO	HP:0000518	Cataract
C1510497	Lens Opacities	HPO	HP:0000518	Cataract
C0009691	Congenital cataract	HPO	HP:0000519	Congenital cataract
C3277059	Congenital Bilateral Cataracts	HPO	HP:0000519	Congenital cataract
C0015300	Exophthalmos	HPO	HP:0000520	Proptosis
C1837760	Prominent eyes	HPO	HP:0000520	Proptosis
C1848490	Protruding eyes	HPO	HP:0000520	Proptosis
C1862425	Prominent globes	HPO	HP:0000520	Proptosis
C0344505	Alacrima	HPO	HP:0000522	Alacrima
C0235259	Subcapsular cataract	HPO	HP:0000523	Subcapsular cataract
C0239105	Conjunctival telangiectasis	HPO	HP:0000524	Conjunctival telangiectasia
C4025845	Abnormality of the iris	HPO	HP:0000525	Abnormality of the iris
C0003076	Aniridia	HPO	HP:0000526	Aniridia
C1853738	Long eyelashes	HPO	HP:0000527	Long eyelashes
C0003119	Anophthalmos	HPO	HP:0000528	Anophthalmia
C1839364	Progressive visual loss	HPO	HP:0000529	Decreased visual acuity, progressive
C3277697	Decreased visual acuity, progressive	HPO	HP:0000529	Decreased visual acuity, progressive
C1096610	Corneal crystalline deposits	HPO	HP:0000531	Corneal crystals
C4025844	Chorioretinal abnormality	HPO	HP:0000532	Chorioretinal abnormality
C4048273	Chorioretinal atrophy	HPO	HP:0000533	Chorioretinal atrophy
C4011556	Eyebrow abnormalities	HPO	HP:0000534	Abnormality of the eyebrow
C1832446	Sparse eyebrow	HPO	HP:0000535	Sparse eyebrows
C1303003	Epicanthus inversus	HPO	HP:0000537	Epicanthus inversus
C0155300	Pseudopapilledema	HPO	HP:0000538	Pseudopapilledema
C4025843	Abnormality of refraction	HPO	HP:0000539	Abnormality of refraction
C0020490	Hyperopia	HPO	HP:0000540	Hypermetropia
C0035305	Retinal Detachment	HPO	HP:0000541	Retinal detachment
C0554970	Pallor of optic disc	HPO	HP:0000543	Optic disk pallor
C0162292	External Ophthalmoplegia	HPO	HP:0000544	External ophthalmoplegia
C0162674	Chronic progressive external ophthalmoplegia	HPO	HP:0000544	External ophthalmoplegia
C0027092	Myopia	HPO	HP:0000545	Myopia
C0035304	Retinal Degeneration	HPO	HP:0000546	Retinal degeneration
C0035334	Retinitis Pigmentosa	HPO	HP:0000547	Tapetoretinal degeneration
C0035334	Retinitis Pigmentosa	HPO	HP:0000548	Cone dystrophy
C0730290	Cone dystrophy	HPO	HP:0000548	Cone dystrophy
C4072827	Cone/cone-rod dystrophy	HPO	HP:0000548	Cone dystrophy
C1845274	Disconjugate eye movements	HPO	HP:0000549	Abnormal conjugate eye movement
C1855685	Extinguished electroretinogram	HPO	HP:0000550	Undetectable electroretinogram
C0009398	Color vision defect	HPO	HP:0000551	Color vision defect
C0234629	Abnormal color vision	HPO	HP:0000551	Color vision defect
C3552853	Color vision defect, severe	HPO	HP:0000551	Color vision defect
C0155017	Color Blindness, Blue	HPO	HP:0000552	Blue/yellow color vision defect
C1970167	Blue/yellow color vision defect	HPO	HP:0000552	Blue/yellow color vision defect
C0042164	Uveitis	HPO	HP:0000554	Uveitis
C0152458	Leukocoria	HPO	HP:0000555	Leukocoria
C0854723	Retinal Dystrophies	HPO	HP:0000556	Retinal dystrophy
C0020302	Hydrophthalmos	HPO	HP:0000557	Buphthalmos
C0423221	Globe of eye large	HPO	HP:0000557	Buphthalmos
C0265341	Rieger syndrome	HPO	HP:0000558	Rieger anomaly
C0349702	Corneal Scar	HPO	HP:0000559	Corneal scarring
C1843005	Absent eyelashes	HPO	HP:0000561	Aplasia of eyelashes
C4280626	Aplasia of eyelashes	HPO	HP:0000561	Aplasia of eyelashes
C4280627	Failure of development of eyelashes	HPO	HP:0000561	Aplasia of eyelashes
C0022578	Keratoconus	HPO	HP:0000563	Keratoconus
C0344511	Atresia of nasolacrimal duct	HPO	HP:0000564	Lacrimal duct atresia
C0014877	Esotropia	HPO	HP:0000565	Esotropia
C0240896	Fundus coloboma	HPO	HP:0000567	Chorioretinal coloboma
C0026010	Microphthalmos	HPO	HP:0000568	Nanophthalmos
C4280625	Decreased size of eyeball	HPO	HP:0000568	Nanophthalmos
C4280808	Abnormally small eyeball	HPO	HP:0000568	Nanophthalmos
C1842584	Impaired saccades	HPO	HP:0000570	Impaired saccades
C4025841	Abnormality of saccadic eye movements	HPO	HP:0000570	Impaired saccades
C0423082	Hypometric saccades	HPO	HP:0000571	Hypometric saccades
C3665386	Abnormal vision	HPO	HP:0000572	Visual loss
C0035317	Retinal Hemorrhage	HPO	HP:0000573	Retinal hemorrhage
C1853487	Bushy eyebrows	HPO	HP:0000574	Hypertrichosis of the eyebrows
C0036454	Scotoma	HPO	HP:0000575	Blind spot
C0344233	Retinal blind spot	HPO	HP:0000575	Blind spot
C0271196	Scotoma, Centrocecal	HPO	HP:0000576	Centrocecal scotoma
C0015310	Exotropia	HPO	HP:0000577	Exotropia
C0022906	Lacrimal Duct Obstruction	HPO	HP:0000579	Nasolacrimal duct obstruction
C1281931	Obstruction of nasolacrimal duct	HPO	HP:0000579	Nasolacrimal duct obstruction
C0035334	Retinitis Pigmentosa	HPO	HP:0000580	Pigmentary retinopathy
C0005744	Blepharophimosis	HPO	HP:0000581	Blepharophimosis
C0423109	Upward slant of palpebral fissure	HPO	HP:0000582	Upslanted palpebral fissures
C0155120	Corneal Dystrophy, Band-Shaped	HPO	HP:0000585	Band keratopathy
C1865244	Shallow orbits	HPO	HP:0000586	Shallow orbits
C0029131	Optic nerve abnormalities	HPO	HP:0000587	Abnormality of the optic nerve
C0155299	Coloboma of optic disc	HPO	HP:0000588	Optic nerve coloboma
C0009363	Congenital ocular coloboma (disorder)	HPO	HP:0000589	Coloboma
C0162674	Chronic progressive external ophthalmoplegia	HPO	HP:0000590	Progressive external ophthalmoplegia
C4025840	Abnormality of the sclera	HPO	HP:0000591	Abnormality of the outer white part of eyeball
C0542514	Blue sclera	HPO	HP:0000592	Blue outer white part of eyeball
C3152182	Anterior chamber anomalies	HPO	HP:0000593	Abnormality of the anterior chamber
C0423276	Shallow anterior chamber of eye	HPO	HP:0000594	Shallow anterior chamber
C0751401	Ophthalmoparesis	HPO	HP:0000597	Ophthalmoparesis
C0266589	Congenital ear anomaly NOS (disorder)	HPO	HP:0000598	Abnormality of the ear
C4025838	Abnormality of the pharynx	HPO	HP:0000600	Abnormality of the pharynx
C0424711	Orbital separation diminished	HPO	HP:0000601	Hypotelorism
C0029089	Ophthalmoplegia	HPO	HP:0000602	Ophthalmoplegia
C0152191	Scotoma, Central	HPO	HP:0000603	Blind spot located at fixation point
C4280624	Blind spot located at fixation point	HPO	HP:0000603	Blind spot located at fixation point
C1720037	Supranuclear gaze palsy	HPO	HP:0000605	Supranuclear gaze palsy
C1844605	Periorbital wrinkles	HPO	HP:0000607	Periorbital wrinkles
C0024437	Macular degeneration	HPO	HP:0000608	Macular degeneration
C0338502	Hypoplasia of the optic nerve	HPO	HP:0000609	Optic nerve hypoplasia
C0008521	Choroid Diseases	HPO	HP:0000610	Choroid disease
C4025836	Abnormality of the choroid	HPO	HP:0000610	Choroid disease
C0240063	Coloboma of iris	HPO	HP:0000612	Iris coloboma
C0085636	Photophobia	HPO	HP:0000613	Photodysphoria
C4020887	Photodysphoria	HPO	HP:0000613	Photodysphoria
C4025835	Abnormality of the nasolacrimal system	HPO	HP:0000614	Abnormality of the nasolacrimal system
C0154936	Pupillary abnormality	HPO	HP:0000615	Abnormality of the pupil
C0026205	Miosis disorder	HPO	HP:0000616	Miosis
C0271215	Blindness, Legal	HPO	HP:0000618	Legal blindness
C0456909	Blind Vision	HPO	HP:0000618	Legal blindness
C0010930	Dacryocystitis	HPO	HP:0000620	Dacryocystitis
C0014390	Entropion	HPO	HP:0000621	Inverted eyelid
C0344232	Blurred vision	HPO	HP:0000622	Blurred vision
C1408507	Supranuclear ophthalmoplegia	HPO	HP:0000623	Supranuclear ophthalmoplegia
C0521573	Coloboma of eyelid	HPO	HP:0000625	Cleft eyelid
C0344531	Embryotoxon	HPO	HP:0000627	Posterior embryotoxon
C0546967	Posterior embryotoxon	HPO	HP:0000627	Posterior embryotoxon
C1858036	Periorbital fullness	HPO	HP:0000629	Fullness around the eyes
C4021801	Lacrimation abnormality	HPO	HP:0000632	Lacrimation abnormality
C0235857	Lacrimation decreased	HPO	HP:0000633	Decreased lacrimation
C0578626	blue iris (physical finding)	HPO	HP:0000635	Blue irides
C1863872	Upper eyelid coloboma	HPO	HP:0000636	Upper eyelid coloboma
C1849340	Long palpebral fissure	HPO	HP:0000637	Long palpebral fissure
C0028738	Nystagmus	HPO	HP:0000639	Nystagmus
C0271390	Nystagmus, End-Position	HPO	HP:0000640	Gaze-evoked nystagmus
C1836392	Dysmetric saccades	HPO	HP:0000641	Dysmetric saccades
C0155016	Color Blindness, Red-Green	HPO	HP:0000642	Red/green color vision defect
C1970168	Red/green color vision defect	HPO	HP:0000642	Red/green color vision defect
C0005747	Blepharospasm	HPO	HP:0000643	Blepharospasm
C0002418	Amblyopia	HPO	HP:0000646	Amblyopia
C1853235	Sclerocornea	HPO	HP:0000647	Sclerocornea
C0029124	Optic Atrophy	HPO	HP:0000648	Optic atrophy
C0522214	Abnormal visual evoked potential	HPO	HP:0000649	Abnormality of visual evoked potentials
C4025834	Abnormal amplitude of pattern reversal visual evoked potentials	HPO	HP:0000650	Abnormal amplitude of pattern reversal visual evoked potentials
C0012569	Diplopia	HPO	HP:0000651	Diplopia
C1837826	Lower eyelid coloboma	HPO	HP:0000652	Lower eyelid coloboma
C1843300	Sparse eyelashes	HPO	HP:0000653	Sparse eyelashes
C1839025	Decreased amplitudes on flash visual electroretinogram	HPO	HP:0000654	Decreased light- and dark-adapted electroretinogram amplitude
C0344290	Vitreoretinal degeneration	HPO	HP:0000655	Vitreoretinal degeneration
C0013592	Ectropion	HPO	HP:0000656	Everted eyelid
C3489733	Oculomotor apraxia	HPO	HP:0000657	Defective or absent horizontal voluntary eye movements
C4020886	Defective or absent horizontal voluntary eye movements	HPO	HP:0000657	Defective or absent horizontal voluntary eye movements
C1142448	Apraxia of eyelid	HPO	HP:0000658	Eyelid apraxia
C0344559	Irido-corneo-trabecular dysgenesis (disorder)	HPO	HP:0000659	Peters anomaly
C0339477	Lipidemia retinalis	HPO	HP:0000660	Lipemia retinalis
C0028077	Night Blindness	HPO	HP:0000662	Difficulties with night vision
C4020885	Difficulties with night vision	HPO	HP:0000662	Difficulties with night vision
C0431447	Synophrys	HPO	HP:0000664	Synophrys
C0271385	Horizontal Nystagmus	HPO	HP:0000666	Horizontal nystagmus
C0271007	Phthisis bulbi	HPO	HP:0000667	Phthisis bulbi
C0020608	Hypodontia	HPO	HP:0000668	Missing between one and six teeth
C0011334	Dental caries	HPO	HP:0000670	Dental decay
C4280623	Rotting teeth	HPO	HP:0000670	Dental decay
C0399352	Developmental absence of tooth	HPO	HP:0000674	Total anodontia
C4280622	Missing all teeth	HPO	HP:0000674	Total anodontia
C1835095	Prominent, protruding upper incisors	HPO	HP:0000675	Increased size of permanent maxillary central incisor
C4280263	Increased size of permanent maxillary central incisor	HPO	HP:0000675	Increased size of permanent maxillary central incisor
C4280620	Hypertrophy of permanent maxillary central incisor	HPO	HP:0000675	Increased size of permanent maxillary central incisor
C4280621	Hyperplasia of permanent maxillary central incisor	HPO	HP:0000675	Increased size of permanent maxillary central incisor
C4082304	Oligodontia	HPO	HP:0000677	Missing more than six teeth
C4280619	Missing more than six teeth	HPO	HP:0000677	Missing more than six teeth
C0040433	Tooth Crowding	HPO	HP:0000678	Tooth size discrepancy
C1317785	Tooth size discrepancy	HPO	HP:0000678	Tooth size discrepancy
C4280617	Tooth mass arch size discrepancy	HPO	HP:0000678	Tooth size discrepancy
C4280618	Inadequate arch length for tooth size	HPO	HP:0000678	Tooth size discrepancy
C0266039	Taurodontism	HPO	HP:0000679	Large elongated pulp chamber
C4280616	Large elongated pulp chamber	HPO	HP:0000679	Large elongated pulp chamber
C1849538	Delayed eruption of primary teeth	HPO	HP:0000680	Delayed eruption of primary teeth
C4021800	Enamel abnormalities	HPO	HP:0000682	Malformation of dental enamel
C4280262	Dystrophic tooth enamel	HPO	HP:0000682	Malformation of dental enamel
C4280615	Defective tooth enamel	HPO	HP:0000682	Malformation of dental enamel
C1854783	Grayish enamel	HPO	HP:0000683	Grayish enamel
C0239174	Late tooth eruption	HPO	HP:0000684	Delayed eruption of teeth
C0235357	Tooth hypoplasia	HPO	HP:0000685	Underdevelopment of teeth
C4280611	Decreased size of teeth	HPO	HP:0000685	Underdevelopment of teeth
C1844813	Widely spaced teeth	HPO	HP:0000687	Widely spaced teeth
